,titles,ratings,reviews,dates,replies,reply_dates,clean_review,combined_reviews,reviews_len
130,Le produit est défectueux,2,Le produit est défectueux. J'ai appelé de nombreuses fois le SAV. Rien n'y fait. SAV inexistant,2023-01-05T08:14:25.000Z,"Bonjour, Pouvez-vous nous préciser le magasin et le produit s'il vous plaît ? Nous restons à votre écoute et vous souhaitons une excellente année 2023, L'équipe Carrefour ",2023-01-05T11:59:26.000Z,Le produit est défectueux. J'ai appelé de nombreuses fois le SAV. Rien n'y fait. SAV inexistant,Le produit est défectueux Le produit est défectueux. J'ai appelé de nombreuses fois le SAV. Rien n'y fait. SAV inexistant,20
158,Cartes illicado non acceptés a…,2,Cartes illicado non acceptés a carrefour Quetigny. Incroyable.,2023-01-07T18:20:16.000Z,"Bonjour, effectivement, nous vous confirmons que nous n'acceptons pas les cartes Illicado dans nos hypermarchés. Nous vous remercions pour votre attention et vous souhaitons une belle et heureuse année. Restant à votre écoute et à votre service.",2023-01-13T09:30:07.000Z,Cartes illicado non acceptés a carrefour Quetigny. Incroyable.,Cartes illicado non acceptés a… Cartes illicado non acceptés a carrefour Quetigny. Incroyable.,13
161,Produit défectueux,2,J'ai commandé mes courses en livraison sur site  carrefour très déçu j'ai reçu mon pack de lait avec deux bouteille percée 🤨,2022-10-05T18:49:53.000Z,"Bonsoir, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance, L'équipe Carrefour",2022-10-05T19:16:46.561Z,J'ai commandé mes courses en livraison sur site  carrefour très déçu j'ai reçu mon pack de lait avec deux bouteille percée 🤨,Produit défectueux J'ai commandé mes courses en livraison sur site  carrefour très déçu j'ai reçu mon pack de lait avec deux bouteille percée 🤨,24
197,Avis négatif pour carrefour Quetigny (21),2,"Je suis une fidèle cliente de carrefour Quetigny, mais depuis de nombreux mois, faire mes courses et celles de mes parents chaque mercredi n'est pas une partie de plaisir. La situation de ce carrefour est devenue désastreuse. Certes l'arrivée du COVID n'a rien arrangé, sans parler de l'augmentation incessante des prix chaque semaine sur tous les produits ( entre 20 à 50 centimes voire 1euro) et tout est prétexte ( la COVID, la météo, la guerre en Ukraine, l'inflation, la hausse des carburants...). Mais  ce qui est le plus désagréable, c'est le nombre important de rayons vides, chaque semaine 5 à 6 produits manquants sur ma liste (que je trouve très souvent à carrefour Toison d'or à Dijon lorsque j'ai l'occasion de m'y rendre) donc chercher l'erreur !
 Lorsque je parle avec d'autres clients ou le personnel qui met en rayon et les hôtesses de caisse,  mon avis est partagé. Tout le monde en a marre. Et la cause est toujours la même : le manque de personnel (au rayon boucherie, il n'y a plus de boucher). C'est honteux lorsqu'on connaît le taux de chômage en France !
Apparemment les produits stagnent en réserve, ce qui peut donc expliquer que depuis quelques temps les produits laitiers et charcuterie ne se conservent pas et doivent être jeter 1 à 2 jours après leur ouverture. Pour ma part, le lait mâtin léger de Lactel, la crème Bridélice 15%, la cancoillote , le jambon sous vide et bien d'autres. Quel  gâchis alors que la vie est dure pour tout le monde !
Je le redis , tout le monde en a marre, les clients et surtout le personnel qui est en première position pour recevoir les réclamations négatives de clients pas toujours respectueux.  Et le constat que je peux aussi faire, c'est que cette situation s'est dégradée depuis  l'arrivée M. Fillon Julien, le Directeur. On se demande s’il ne fait pas tout pour faire couler ce grand magasin qui a toujours été très côté sur Dijon. 
Lorsque je discute avec les employés, ils se le demandent aussi.
De plus,  il y a beaucoup moins de clients les jours de semaine (sauf le mardis à cause de avantages carte fidélité  et les samedis) , peu de caisses ouvertes le mercredi , jour de mes courses.
A plusieurs reprises , j'ai fait part de mes remarques  à l'accueil par le biais des coupons de satisfaction, aux hôtesses de caisse qui les notent ainsi que mon numéro de téléphone pour les faire remonter à la direction comme on leur demande de le faire apparemment chaque matin, mais je n'ai jamais eu de réponse ni d'appel téléphonique. J'ai même essayé plusieurs fois de m'adresser au directeur  lorsque qu'il vient accueillir les clients à l'ouverture avec un grand sourire, mais il est toujours  au téléphone.
 J’aimerai tellement pouvoir  lui demander s'il est fier de son magasin ?  Mais je pense que tout ça, il s’en moque et que cette situation n’a aucun impact sur son salaire,  j’imagine très élevé. Comment peut -il se mettre à la place de ses employés (qui ne gagnent même pas le smic  et ont perdu aussi beaucoup d’avantages) et ses clients qui subissent les augmentations quotidiennes et ne bénéficient plus de tous  les avantages qu’offrait la carte fidélité. Elle ne sert plus à rien ! 
J'espère cette fois-ci que mes remarques serviront à quelque chose pour la clientèle mais surtout le personnel qui sont dépités et subissent cette situation désastreuse depuis des mois, ce sont quand même eux qui font tourner le magasin !

 J'espère avoir enfin un retour! 
Merci",2022-11-20T20:21:09.000Z,,,"Je suis une fidèle cliente de carrefour Quetigny, mais depuis de nombreux mois, faire mes courses et celles de mes parents chaque mercredi n'est pas une partie de plaisir. La situation de ce carrefour est devenue désastreuse. Certes l'arrivée du COVID n'a rien arrangé, sans parler de l'augmentation incessante des prix chaque semaine sur tous les produits ( entre 20 à 50 centimes voire 1euro) et tout est prétexte ( la COVID, la météo, la guerre en Ukraine, l'inflation, la hausse des carburants...). Mais  ce qui est le plus désagréable, c'est le nombre important de rayons vides, chaque semaine 5 à 6 produits manquants sur ma liste (que je trouve très souvent à carrefour Toison d'or à Dijon lorsque j'ai l'occasion de m'y rendre) donc chercher l'erreur ! Lorsque je parle avec d'autres clients ou le personnel qui met en rayon et les hôtesses de caisse,  mon avis est partagé. Tout le monde en a marre. Et la cause est toujours la même : le manque de personnel (au rayon boucherie, il n'y a plus de boucher). C'est honteux lorsqu'on connaît le taux de chômage en France !Apparemment les produits stagnent en réserve, ce qui peut donc expliquer que depuis quelques temps les produits laitiers et charcuterie ne se conservent pas et doivent être jeter 1 à 2 jours après leur ouverture. Pour ma part, le lait mâtin léger de Lactel, la crème Bridélice 15%, la cancoillote , le jambon sous vide et bien d'autres. Quel  gâchis alors que la vie est dure pour tout le monde !Je le redis , tout le monde en a marre, les clients et surtout le personnel qui est en première position pour recevoir les réclamations négatives de clients pas toujours respectueux.  Et le constat que je peux aussi faire, c'est que cette situation s'est dégradée depuis  l'arrivée M. Fillon Julien, le Directeur. On se demande s’il ne fait pas tout pour faire couler ce grand magasin qui a toujours été très côté sur Dijon. Lorsque je discute avec les employés, ils se le demandent aussi.De plus,  il y a beaucoup moins de clients les jours de semaine (sauf le mardis à cause de avantages carte fidélité  et les samedis) , peu de caisses ouvertes le mercredi , jour de mes courses.A plusieurs reprises , j'ai fait part de mes remarques  à l'accueil par le biais des coupons de satisfaction, aux hôtesses de caisse qui les notent ainsi que mon numéro de téléphone pour les faire remonter à la direction comme on leur demande de le faire apparemment chaque matin, mais je n'ai jamais eu de réponse ni d'appel téléphonique. J'ai même essayé plusieurs fois de m'adresser au directeur  lorsque qu'il vient accueillir les clients à l'ouverture avec un grand sourire, mais il est toujours  au téléphone. J’aimerai tellement pouvoir  lui demander s'il est fier de son magasin ?  Mais je pense que tout ça, il s’en moque et que cette situation n’a aucun impact sur son salaire,  j’imagine très élevé. Comment peut -il se mettre à la place de ses employés (qui ne gagnent même pas le smic  et ont perdu aussi beaucoup d’avantages) et ses clients qui subissent les augmentations quotidiennes et ne bénéficient plus de tous  les avantages qu’offrait la carte fidélité. Elle ne sert plus à rien ! J'espère cette fois-ci que mes remarques serviront à quelque chose pour la clientèle mais surtout le personnel qui sont dépités et subissent cette situation désastreuse depuis des mois, ce sont quand même eux qui font tourner le magasin ! J'espère avoir enfin un retour! Merci","Avis négatif pour carrefour Quetigny (21) Je suis une fidèle cliente de carrefour Quetigny, mais depuis de nombreux mois, faire mes courses et celles de mes parents chaque mercredi n'est pas une partie de plaisir. La situation de ce carrefour est devenue désastreuse. Certes l'arrivée du COVID n'a rien arrangé, sans parler de l'augmentation incessante des prix chaque semaine sur tous les produits ( entre 20 à 50 centimes voire 1euro) et tout est prétexte ( la COVID, la météo, la guerre en Ukraine, l'inflation, la hausse des carburants...). Mais  ce qui est le plus désagréable, c'est le nombre important de rayons vides, chaque semaine 5 à 6 produits manquants sur ma liste (que je trouve très souvent à carrefour Toison d'or à Dijon lorsque j'ai l'occasion de m'y rendre) donc chercher l'erreur ! Lorsque je parle avec d'autres clients ou le personnel qui met en rayon et les hôtesses de caisse,  mon avis est partagé. Tout le monde en a marre. Et la cause est toujours la même : le manque de personnel (au rayon boucherie, il n'y a plus de boucher). C'est honteux lorsqu'on connaît le taux de chômage en France !Apparemment les produits stagnent en réserve, ce qui peut donc expliquer que depuis quelques temps les produits laitiers et charcuterie ne se conservent pas et doivent être jeter 1 à 2 jours après leur ouverture. Pour ma part, le lait mâtin léger de Lactel, la crème Bridélice 15%, la cancoillote , le jambon sous vide et bien d'autres. Quel  gâchis alors que la vie est dure pour tout le monde !Je le redis , tout le monde en a marre, les clients et surtout le personnel qui est en première position pour recevoir les réclamations négatives de clients pas toujours respectueux.  Et le constat que je peux aussi faire, c'est que cette situation s'est dégradée depuis  l'arrivée M. Fillon Julien, le Directeur. On se demande s’il ne fait pas tout pour faire couler ce grand magasin qui a toujours été très côté sur Dijon. Lorsque je discute avec les employés, ils se le demandent aussi.De plus,  il y a beaucoup moins de clients les jours de semaine (sauf le mardis à cause de avantages carte fidélité  et les samedis) , peu de caisses ouvertes le mercredi , jour de mes courses.A plusieurs reprises , j'ai fait part de mes remarques  à l'accueil par le biais des coupons de satisfaction, aux hôtesses de caisse qui les notent ainsi que mon numéro de téléphone pour les faire remonter à la direction comme on leur demande de le faire apparemment chaque matin, mais je n'ai jamais eu de réponse ni d'appel téléphonique. J'ai même essayé plusieurs fois de m'adresser au directeur  lorsque qu'il vient accueillir les clients à l'ouverture avec un grand sourire, mais il est toujours  au téléphone. J’aimerai tellement pouvoir  lui demander s'il est fier de son magasin ?  Mais je pense que tout ça, il s’en moque et que cette situation n’a aucun impact sur son salaire,  j’imagine très élevé. Comment peut -il se mettre à la place de ses employés (qui ne gagnent même pas le smic  et ont perdu aussi beaucoup d’avantages) et ses clients qui subissent les augmentations quotidiennes et ne bénéficient plus de tous  les avantages qu’offrait la carte fidélité. Elle ne sert plus à rien ! J'espère cette fois-ci que mes remarques serviront à quelque chose pour la clientèle mais surtout le personnel qui sont dépités et subissent cette situation désastreuse depuis des mois, ce sont quand même eux qui font tourner le magasin ! J'espère avoir enfin un retour! Merci",599
206,achat viande,2,"bonjour.au carrefour de gimont, dans le 32 ou je me sert toute les semaines .depuis plus 20 ans,je trouve qu au rayon  boucherie on exagère. ex : le mercredi 27/7 ,l araignée de porc était à 13,95e le kg mercredi 3/8 elle est passée a 15,95 e .sous prétexte que tout augmente on profite .on prend le client pour un idiot . j ai fait par de cette remarque a la direction  a Gimont,en leur demandant d aller voir un  peu ce que faisait le responsable boucher.merci",2022-08-06T17:52:53.000Z,"Bonjour, nous vous remercions pour votre signalement qui a été relayé au magasin afin que celui-ci soit pris en compte. ",2022-08-10T06:02:25.081Z,"bonjour.au carrefour de gimont, dans le 32 ou je me sert toute les semaines .depuis plus 20 ans,je trouve qu au rayon  boucherie on exagère. ex : le mercredi 27/7 ,l araignée de porc était à 13,95e le kg mercredi 3/8 elle est passée a 15,95 e .sous prétexte que tout augmente on profite .on prend le client pour un idiot . j ai fait par de cette remarque a la direction  a Gimont,en leur demandant d aller voir un  peu ce que faisait le responsable boucher.merci","achat viande bonjour.au carrefour de gimont, dans le 32 ou je me sert toute les semaines .depuis plus 20 ans,je trouve qu au rayon  boucherie on exagère. ex : le mercredi 27/7 ,l araignée de porc était à 13,95e le kg mercredi 3/8 elle est passée a 15,95 e .sous prétexte que tout augmente on profite .on prend le client pour un idiot . j ai fait par de cette remarque a la direction  a Gimont,en leur demandant d aller voir un  peu ce que faisait le responsable boucher.merci",89
211,Commande  en ligne  décevante  …,2,Cet avis  concerne  carrefour  livraison  à  domicile  avant  tout  un grand  merci et bravo  aux livreurs  souriants  sympathique et.ponctuels  en revanche  très  satisfaite  des produits  jusque  là  cette  fois baguette  de pain immengeable  et un brumisateur  de remplacements qui gicle  et met de l eau partout  très  déçue,2022-08-03T15:32:12.000Z,,,Cet avis  concerne  carrefour  livraison  à  domicile  avant  tout  un grand  merci et bravo  aux livreurs  souriants  sympathique et.ponctuels  en revanche  très  satisfaite  des produits  jusque  là  cette  fois baguette  de pain immengeable  et un brumisateur  de remplacements qui gicle  et met de l eau partout  très  déçue,Commande  en ligne  décevante  … Cet avis  concerne  carrefour  livraison  à  domicile  avant  tout  un grand  merci et bravo  aux livreurs  souriants  sympathique et.ponctuels  en revanche  très  satisfaite  des produits  jusque  là  cette  fois baguette  de pain immengeable  et un brumisateur  de remplacements qui gicle  et met de l eau partout  très  déçue,53
235,Ch. neuf les Martigues,2,"Château neuf les Martigues:enfin 1 parking couvert( photovoltaïque)/ mais des toilette propre SANS papier  sert a rien ,ou alors on se moque de l'hygiène et des clients hein le directeur ?",2022-07-10T11:21:15.000Z,"Bonjour, nous vous remercions pour votre message qui a été transmis au magasin. Celui-ci a immédiatement reçu la société de nettoyage afin qu’elle fasse le nécessaire et soit vigilante à ce sujet. ",2022-07-11T07:57:30.185Z,"Château neuf les Martigues:enfin 1 parking couvert( photovoltaïque)/ mais des toilette propre SANS papier  sert a rien ,ou alors on se moque de l'hygiène et des clients hein le directeur ?","Ch. neuf les Martigues Château neuf les Martigues:enfin 1 parking couvert( photovoltaïque)/ mais des toilette propre SANS papier  sert a rien ,ou alors on se moque de l'hygiène et des clients hein le directeur ?",35
242,Colis écrasé et cassé,2,"Ayant commander des air pods la semaine dernière, je suis allée les récupérer à l’accueil du magasin Carrefour Jeuxey ce vendredi 1 juillet.
J’ai récupéré mon colis dans un état pitoyable, le carton étant écrasé et cassé. Je trouve ça inadmissible, bien que les air pods ne soit pas endommagé, ce n’est clairement pas normal de récupérer sa commande dans un tel état, car une télé ou une tablette n’aura pas tenu le coup. 
Les agents de sécurité nous ont même avoué que le livreur avait lever et renversé sa palette en livrant, ce qui est loin d’être ok mais apparemment habitué vu l’attitude du vigile. 

Carrefour je vous remercie de faire attention à vos commandes et à la façon dont sont livrés vos colis, car ce n’est pas normal de recevoir des colis, cassé endommagé qui peuvent engendrer d’autres problèmes derrière sur nos commandes.
Merci",2022-07-03T11:01:21.000Z,"Bonjour Mme Mathey, c'est avec la plus grande attention que le magasin a pris connaissance de votre message et vous prie de bien vouloir l’excuser. Lors des réceptions de colis toutes les anomalies sont signalées afin qu’elles soient bien notifiées aux transporteurs. ",2022-07-04T08:51:51.227Z,"Ayant commander des air pods la semaine dernière, je suis allée les récupérer à l’accueil du magasin Carrefour Jeuxey ce vendredi 1 juillet.J’ai récupéré mon colis dans un état pitoyable, le carton étant écrasé et cassé. Je trouve ça inadmissible, bien que les air pods ne soit pas endommagé, ce n’est clairement pas normal de récupérer sa commande dans un tel état, car une télé ou une tablette n’aura pas tenu le coup. Les agents de sécurité nous ont même avoué que le livreur avait lever et renversé sa palette en livrant, ce qui est loin d’être ok mais apparemment habitué vu l’attitude du vigile. Carrefour je vous remercie de faire attention à vos commandes et à la façon dont sont livrés vos colis, car ce n’est pas normal de recevoir des colis, cassé endommagé qui peuvent engendrer d’autres problèmes derrière sur nos commandes.Merci","Colis écrasé et cassé Ayant commander des air pods la semaine dernière, je suis allée les récupérer à l’accueil du magasin Carrefour Jeuxey ce vendredi 1 juillet.J’ai récupéré mon colis dans un état pitoyable, le carton étant écrasé et cassé. Je trouve ça inadmissible, bien que les air pods ne soit pas endommagé, ce n’est clairement pas normal de récupérer sa commande dans un tel état, car une télé ou une tablette n’aura pas tenu le coup. Les agents de sécurité nous ont même avoué que le livreur avait lever et renversé sa palette en livrant, ce qui est loin d’être ok mais apparemment habitué vu l’attitude du vigile. Carrefour je vous remercie de faire attention à vos commandes et à la façon dont sont livrés vos colis, car ce n’est pas normal de recevoir des colis, cassé endommagé qui peuvent engendrer d’autres problèmes derrière sur nos commandes.Merci",148
255,Nouvelle direction très décevante,2,"Cliente carrefour depuis 40 ans après changement de direction très déçue  envisage de changer d’enseigne 
Hypermarché carrefour 64600 Anglet",2022-06-21T13:29:48.000Z,"Bonjour, pouvez-vous nous préciser votre signalement ? Nous sommes à votre écoute. L'équipe Carrefour",2022-06-21T13:52:52.006Z,Cliente carrefour depuis 40 ans après changement de direction très déçue  envisage de changer d’enseigne Hypermarché carrefour 64600 Anglet,Nouvelle direction très décevante Cliente carrefour depuis 40 ans après changement de direction très déçue  envisage de changer d’enseigne Hypermarché carrefour 64600 Anglet,23
258,Pot de mayonnaise acheter il y a deux…,2,Pot de mayonnaise acheter il y a deux semaines et la date de péremption est le 13/08/2021,2022-06-17T22:15:02.000Z,"Bonjour, pouvez-vous nous donner l'adresse du magasin en question ? Bonne journée, l'équipe Carrefour",2022-06-18T14:23:12.009Z,Pot de mayonnaise acheter il y a deux semaines et la date de péremption est le 13/08/2021,Pot de mayonnaise acheter il y a deux… Pot de mayonnaise acheter il y a deux semaines et la date de péremption est le 13/08/2021,25
273,Livraisons Carrefour Épinal :-(,2,"Carrefour Épinal... nous faisons livrer nos courses. Rares sont les livraisons correctes. Toujours des réclamations car les produits sont changés, souvent par des produits de qualité inférieure (souvent des produits de leur marque), voire rien à voir (du sérum physiologique livré, pour du dentifrice commandé par exemple). Le pire ce sont les refus de remboursement. Il faut aller au magasin pour rien, puisqu'on va vous donner des arguments et que vous, vous avez les vôtres, donc aucun intérêt. Et honnêtement quand vous vous faites livrer, ce n'est pas pour passer vos après midi au magasin. Livrez les produits commandés et vous n'aurez pas de remboursements à faire ! Bref, nous attendons que les concurrents livrent pour tester. Je ne conseille pas",2022-05-29T12:08:09.000Z,"Bonjour, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance, L'équipe Carrefour",2022-05-29T12:58:28.904Z,"Carrefour Épinal... nous faisons livrer nos courses. Rares sont les livraisons correctes. Toujours des réclamations car les produits sont changés, souvent par des produits de qualité inférieure (souvent des produits de leur marque), voire rien à voir (du sérum physiologique livré, pour du dentifrice commandé par exemple). Le pire ce sont les refus de remboursement. Il faut aller au magasin pour rien, puisqu'on va vous donner des arguments et que vous, vous avez les vôtres, donc aucun intérêt. Et honnêtement quand vous vous faites livrer, ce n'est pas pour passer vos après midi au magasin. Livrez les produits commandés et vous n'aurez pas de remboursements à faire ! Bref, nous attendons que les concurrents livrent pour tester. Je ne conseille pas","Livraisons Carrefour Épinal :-( Carrefour Épinal... nous faisons livrer nos courses. Rares sont les livraisons correctes. Toujours des réclamations car les produits sont changés, souvent par des produits de qualité inférieure (souvent des produits de leur marque), voire rien à voir (du sérum physiologique livré, pour du dentifrice commandé par exemple). Le pire ce sont les refus de remboursement. Il faut aller au magasin pour rien, puisqu'on va vous donner des arguments et que vous, vous avez les vôtres, donc aucun intérêt. Et honnêtement quand vous vous faites livrer, ce n'est pas pour passer vos après midi au magasin. Livrez les produits commandés et vous n'aurez pas de remboursements à faire ! Bref, nous attendons que les concurrents livrent pour tester. Je ne conseille pas",125
286,Cliente depuis de nombreuse années et…,2,"Cliente depuis de nombreuse années et avec un service que j'aurai recommandé ,mais depuis qu'ils ont changés le service livraison c'est pitoyable .......sur toutes mes dernières commandes j'ai eu des déboires mais ce soir le pire non seulement le livreur est arrivé avec 55 minutes de retard et meme pas un excusez moi rien de rien les produits écrasés, les fromages mélangé avec l'assouplisseur les fruits congelés complètement mous les packs d'eau eclatés......... je ne parle même pas des produits remplacés, 3 packs d'eau pétillantes en commande ni livrés ni remplacé c'est comme ca les arrangent....  prenez conscience de reagir a faire quelques choses !!!!! C'est loin d'etre un service serieux",2022-05-19T20:15:39.000Z,"Bonjour, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance, L'équipe Carrefour",2022-05-20T06:15:11.924Z,"Cliente depuis de nombreuse années et avec un service que j'aurai recommandé ,mais depuis qu'ils ont changés le service livraison c'est pitoyable .......sur toutes mes dernières commandes j'ai eu des déboires mais ce soir le pire non seulement le livreur est arrivé avec 55 minutes de retard et meme pas un excusez moi rien de rien les produits écrasés, les fromages mélangé avec l'assouplisseur les fruits congelés complètement mous les packs d'eau eclatés......... je ne parle même pas des produits remplacés, 3 packs d'eau pétillantes en commande ni livrés ni remplacé c'est comme ca les arrangent....  prenez conscience de reagir a faire quelques choses !!!!! C'est loin d'etre un service serieux","Cliente depuis de nombreuse années et… Cliente depuis de nombreuse années et avec un service que j'aurai recommandé ,mais depuis qu'ils ont changés le service livraison c'est pitoyable .......sur toutes mes dernières commandes j'ai eu des déboires mais ce soir le pire non seulement le livreur est arrivé avec 55 minutes de retard et meme pas un excusez moi rien de rien les produits écrasés, les fromages mélangé avec l'assouplisseur les fruits congelés complètement mous les packs d'eau eclatés......... je ne parle même pas des produits remplacés, 3 packs d'eau pétillantes en commande ni livrés ni remplacé c'est comme ca les arrangent....  prenez conscience de reagir a faire quelques choses !!!!! C'est loin d'etre un service serieux",117
320,impossible de commander les produits…,2,impossible de commander les produits sabatier le site ne fonctionne pas c'est une grosse arnaque on est quand même clients et on reçoit qu'un message top du service client essayez de comprendre notre mécontentement  c'est quand même grâce à nous si vos magasins fonctionnent merci,2022-05-08T09:32:01.000Z,"Bonjour, nous vous informons que nos hypermarchés et supermarchés ont été livrés à compter du 3 mai. De plus, votre commande peut également être effectuée en ligne ici https://www.carrefour.fr/edito/grandes-marques/lion-sabatier/reservation Nous restons à votre écoute. Bonne journée, L'équipe Carrefour",2022-05-08T13:52:28.122Z,impossible de commander les produits sabatier le site ne fonctionne pas c'est une grosse arnaque on est quand même clients et on reçoit qu'un message top du service client essayez de comprendre notre mécontentement  c'est quand même grâce à nous si vos magasins fonctionnent merci,impossible de commander les produits… impossible de commander les produits sabatier le site ne fonctionne pas c'est une grosse arnaque on est quand même clients et on reçoit qu'un message top du service client essayez de comprendre notre mécontentement  c'est quand même grâce à nous si vos magasins fonctionnent merci,50
323,Concernant les couteaux Sabatier,2,"Concernant les couteaux Sabatier. Les magasins carrefour sont en rupture de stock depuis des semaines. Le service clientèle n'a de cesse de donner ce lien pour les reserver en ligne, mais la page web est une impasse.

Aucune option n'est offerte afin de reserver un produit quelconque à cette page. 

Avis au service clientèle Carrefour: Merci de nous indiquer la marche à suivre si possible",2022-05-07T14:10:45.000Z,"Bonjour, nous vous informons que nos hypermarchés et supermarchés ont été livrés à compter du 3 mai. De plus, votre commande peut également être effectuée en ligne ici https://www.carrefour.fr/edito/grandes-marques/lion-sabatier/reservation Nous restons à votre écoute. Bonne journée, L'équipe Carrefour",2022-05-08T13:53:28.336Z,"Concernant les couteaux Sabatier. Les magasins carrefour sont en rupture de stock depuis des semaines. Le service clientèle n'a de cesse de donner ce lien pour les reserver en ligne, mais la page web est une impasse.Aucune option n'est offerte afin de reserver un produit quelconque à cette page. Avis au service clientèle Carrefour: Merci de nous indiquer la marche à suivre si possible","Concernant les couteaux Sabatier Concernant les couteaux Sabatier. Les magasins carrefour sont en rupture de stock depuis des semaines. Le service clientèle n'a de cesse de donner ce lien pour les reserver en ligne, mais la page web est une impasse.Aucune option n'est offerte afin de reserver un produit quelconque à cette page. Avis au service clientèle Carrefour: Merci de nous indiquer la marche à suivre si possible",68
324,Je souhaiterais commander sur internet et sa ne marche pas,2,"Je souhaiterais commander sur internet le bloc de couteau Sabatier mais c impossible de plus en magasin  il est introuvable . Commendez  dès en beaucoup car il en faut 
Merci d’avance",2022-05-07T12:19:55.000Z,"Bonjour, nous vous informons que nos hypermarchés et supermarchés ont été livrés à compter du 3 mai. De plus, votre commande peut également être effectuée en ligne ici https://www.carrefour.fr/edito/grandes-marques/lion-sabatier/reservation",2022-05-08T13:53:45.358Z,Je souhaiterais commander sur internet le bloc de couteau Sabatier mais c impossible de plus en magasin  il est introuvable . Commendez  dès en beaucoup car il en faut Merci d’avance,Je souhaiterais commander sur internet et sa ne marche pas Je souhaiterais commander sur internet le bloc de couteau Sabatier mais c impossible de plus en magasin  il est introuvable . Commendez  dès en beaucoup car il en faut Merci d’avance,41
329,Pas très satisfait,2,,2022-05-03T10:21:38.000Z,"Bonjour, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance.",2022-05-11T06:28:18.372Z,nan,Pas très satisfait nan,4
330,Mécontentement,2,"Bonjour,
C’est très bien d’avoir enlever les caddies à l’entrée cela fait grand ,plus spacieux ,cependant il faudrait que le seul et unique ascenseur ne soit pas en panne depuis 15 jours au moins ce qui nous empêche de remonter les caddies des sous sol parking du magasin .
Alors vous me direz que nous pouvons les récupérer et les monter par les travellators ;mais ils sont de l’autre côté du parking.
Quelle  négligence ,
La réaction à une situation détermine le degrés de respect du client (pour le commerce ).
Je vous souhaite beaucoup de courage car le commerce n’a pas l’air d’être votre fort .
Non positivement 
M.Lazzeri",2022-05-02T15:56:10.000Z,"Bonjour, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance.",2022-05-11T06:52:04.525Z,"Bonjour,C’est très bien d’avoir enlever les caddies à l’entrée cela fait grand ,plus spacieux ,cependant il faudrait que le seul et unique ascenseur ne soit pas en panne depuis 15 jours au moins ce qui nous empêche de remonter les caddies des sous sol parking du magasin .Alors vous me direz que nous pouvons les récupérer et les monter par les travellators ;mais ils sont de l’autre côté du parking.Quelle  négligence ,La réaction à une situation détermine le degrés de respect du client (pour le commerce ).Je vous souhaite beaucoup de courage car le commerce n’a pas l’air d’être votre fort .Non positivement M.Lazzeri","Mécontentement Bonjour,C’est très bien d’avoir enlever les caddies à l’entrée cela fait grand ,plus spacieux ,cependant il faudrait que le seul et unique ascenseur ne soit pas en panne depuis 15 jours au moins ce qui nous empêche de remonter les caddies des sous sol parking du magasin .Alors vous me direz que nous pouvons les récupérer et les monter par les travellators ;mais ils sont de l’autre côté du parking.Quelle  négligence ,La réaction à une situation détermine le degrés de respect du client (pour le commerce ).Je vous souhaite beaucoup de courage car le commerce n’a pas l’air d’être votre fort .Non positivement M.Lazzeri",105
347,De pire en pire le carrefour de ma…,2,"De pire en pire le carrefour de ma ville. Les prix augmentent sans cesse. L'amabilité des caissières est selon leur humeur. Et le pire, c'est le rayon pâtes presque vide depuis 3 jours maintenant !",2022-04-13T18:49:43.000Z,"Bonsoir, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance. Bonne soirée. L'équipe Carrefour.",2022-04-15T20:17:40.108Z,"De pire en pire le carrefour de ma ville. Les prix augmentent sans cesse. L'amabilité des caissières est selon leur humeur. Et le pire, c'est le rayon pâtes presque vide depuis 3 jours maintenant !","De pire en pire le carrefour de ma… De pire en pire le carrefour de ma ville. Les prix augmentent sans cesse. L'amabilité des caissières est selon leur humeur. Et le pire, c'est le rayon pâtes presque vide depuis 3 jours maintenant !",43
